Name,Month,Year
Codeforces Round 155 (Div. 2),December,2012
Codeforces Round 154 (Div. 2),December,2012
Codeforces Round 153 (Div. 1),December,2012
Codeforces Round 153 (Div. 2),December,2012
"CROC-MBTU 2012, Final Round (Online version, Div. 2)",November,2012
"CROC-MBTU 2012, Final Round",November,2012
Codeforces Round 152 (Div. 1),November,2012
Codeforces Round 152 (Div. 2),November,2012
Codeforces Round 151 (Div. 2),November,2012
"CROC-MBTU 2012, Elimination Round (ACM-ICPC)",November,2012
Codeforces Round 150 (Div. 1),November,2012
Codeforces Round 150 (Div. 2),November,2012
Codeforces Round 149 (Div. 2),November,2012
Codeforces Round 148 (Div. 1),November,2012
Codeforces Round 148 (Div. 2),November,2012
"Bayan 2012-2013 Elimination Round (ACM ICPC Rules, English statements)",November,2012
Codeforces Round 147 (Div. 2),October,2012
Codeforces Round 146 (Div. 1),October,2012
Codeforces Round 146 (Div. 2),October,2012
"Codeforces Round 145 (Div. 1, ACM-ICPC Rules)",October,2012
"Codeforces Round 145 (Div. 2, ACM-ICPC Rules)",October,2012
Codeforces Round 144 (Div. 1),October,2012
Codeforces Round 144 (Div. 2),October,2012
Codeforces Round 143 (Div. 2),October,2012
Codeforces Round 142 (Div. 1),October,2012
Codeforces Round 142 (Div. 2),October,2012
Codeforces Round 141 (Div. 2),September,2012
Codeforces Round 140 (Div. 1),September,2012
Codeforces Round 140 (Div. 2),September,2012
Codeforces Round 139 (Div. 2),September,2012
Codeforces Round 138 (Div. 1),September,2012
Codeforces Round 138 (Div. 2),September,2012
Codeforces Round 137 (Div. 2),September,2012
Codeforces Round 136 (Div. 1),September,2012
Codeforces Round 136 (Div. 2),September,2012
Codeforces Round 135 (Div. 2),August,2012
Codeforces Round 134 (Div. 1),August,2012
Codeforces Round 134 (Div. 2),August,2012
Codeforces Round 133 (Div. 2),August,2012
Codeforces Round 132 (Div. 2),August,2012
Codeforces Round 131 (Div. 1),July,2012
Codeforces Round 131 (Div. 2),July,2012
Codeforces Round 130 (Div. 2),July,2012
VK Cup 2012 Finals (unofficial online-version),July,2012
VK Cup 2012 Finals,July,2012
"VK Cup 2012 Finals, Practice Session",July,2012
Codeforces Round 129 (Div. 1),July,2012
Codeforces Round 129 (Div. 2),July,2012
Abbyy Cup 2.0 - Final (unofficial),July,2012
Abbyy Cup 2.0 - Final,July,2012
Codeforces Round 128 (Div. 2),July,2012
Codeforces Round 127 (Div. 1),June,2012
Codeforces Round 127 (Div. 2),June,2012
Codeforces Round 126 (Div. 2),June,2012
Codeforces Round 125 (Div. 1),June,2012
Codeforces Round 125 (Div. 2),June,2012
Codeforces Round 124 (Div. 1),June,2012
Codeforces Round 124 (Div. 2),June,2012
Codeforces Round 123 (Div. 2),June,2012
Codeforces Round 122 (Div. 1),June,2012
Codeforces Round 122 (Div. 2),June,2012
Codeforces Round 121 (Div. 1),May,2012
Codeforces Round 121 (Div. 2),May,2012
Surprise Language Round 6,May,2012
Codeforces Round 120 (Div. 2),May,2012
Codeforces Round 119 (Div. 1),May,2012
Codeforces Round 119 (Div. 2),May,2012
Codeforces Round 118 (Div. 1),May,2012
Codeforces Round 118 (Div. 2),May,2012
ABBYY Cup 2.0 - Hard,April,2012
Croc Champ 2012 - Final,April,2012
Codeforces Round 117 (Div. 2),April,2012
"Codeforces Round 116 (Div. 2, ACM-ICPC Rules)",April,2012
ABBYY Cup 2.0 - Easy,April,2012
Croc Champ 2012 - Round 2,April,2012
Croc Champ 2012 - Round 2 (Unofficial Div. 2 Edition),April,2012
Codeforces Round 115,April,2012
VK Cup 2012 Round 3,April,2012
VK Cup 2012 Round 3 (Unofficial Div. 2 Edition),April,2012
Croc Champ 2012 - Round 1,April,2012
Croc Champ 2012 - Qualification Round,April,2012
April Fools Day Contest,April,2012
VK Cup 2012 Wild-card Round 2,March,2012
Codeforces Round 114 (Div. 1),March,2012
Codeforces Round 114 (Div. 2),March,2012
VK Cup 2012 Round 2,March,2012
VK Cup 2012 Round 2 (Unofficial Div. 2 Edition),March,2012
Codeforces Round 113 (Div. 2),March,2012
VK Cup 2012 Wild-card Round 1,March,2012
Codeforces Round 112 (Div. 2),March,2012
VK Cup 2012 Round 1,March,2012
VK Cup 2012 Qualification Round 2,March,2012
Codeforces Round 111 (Div. 2),March,2012
VK Cup 2012 Qualification Round 1,March,2012
Codeforces Round 110 (Div. 1),March,2012
Codeforces Round 110 (Div. 2),March,2012
Codeforces Round 109 (Div. 1),February,2012
Codeforces Round 109 (Div. 2),February,2012
Surprise Language Round 5,February,2012
Codeforces Round 108 (Div. 2),February,2012
Codeforces Round 107 (Div. 1),February,2012
Codeforces Round 107 (Div. 2),February,2012
Codeforces Round 106 (Div. 2),February,2012
Codeforces Round 105 (Div. 2),February,2012
Codeforces Round 104 (Div. 1),January,2012
Codeforces Round 104 (Div. 2),January,2012
Codeforces Round 103 (Div. 2),January,2012
Codeforces Round 102 (Div. 1),January,2012
Codeforces Round 102 (Div. 2),January,2012
Codeforces Round 101 (Div. 2),January,2012
Codeforces Round 100,January,2012
Codeforces Testing Round 4,January,2012
